[08/14 01:49:20] Training INFO: Making the model...
[08/14 01:49:23] Training INFO: The parameters of the model are added to the AdamW optimizer.
[08/14 01:49:23] Training INFO: The learning rate schedule for the optimizer has been set to CosineAnnealingLR.
[08/14 01:49:23] Training INFO: The model is made successfully.
[08/14 01:53:06] Training INFO: [Epoch 0/50][Batch 510/2035][lr 0.000300][loss_coord_0: 0.1812][loss_normal_0: 0.0307][loss_edge_0: 0.0309][loss_coord_1: 0.1924][loss_normal_1: 0.0318][loss_edge_1: 0.0341]
[08/14 01:53:09] Training INFO: [Epoch 0/50][Batch 520/2035][lr 0.000300][loss_coord_0: 0.1750][loss_normal_0: 0.0301][loss_edge_0: 0.0304][loss_coord_1: 0.1932][loss_normal_1: 0.0314][loss_edge_1: 0.0330]
[08/14 01:53:13] Training INFO: [Epoch 0/50][Batch 530/2035][lr 0.000300][loss_coord_0: 0.1809][loss_normal_0: 0.0314][loss_edge_0: 0.0306][loss_coord_1: 0.1892][loss_normal_1: 0.0320][loss_edge_1: 0.0336]
[08/14 01:53:17] Training INFO: [Epoch 0/50][Batch 540/2035][lr 0.000300][loss_coord_0: 0.1739][loss_normal_0: 0.0299][loss_edge_0: 0.0301][loss_coord_1: 0.1840][loss_normal_1: 0.0306][loss_edge_1: 0.0331]
[08/14 01:53:21] Training INFO: [Epoch 0/50][Batch 550/2035][lr 0.000300][loss_coord_0: 0.1800][loss_normal_0: 0.0302][loss_edge_0: 0.0301][loss_coord_1: 0.1962][loss_normal_1: 0.0313][loss_edge_1: 0.0340]
[08/14 01:53:24] Training INFO: [Epoch 0/50][Batch 560/2035][lr 0.000300][loss_coord_0: 0.1785][loss_normal_0: 0.0300][loss_edge_0: 0.0305][loss_coord_1: 0.1906][loss_normal_1: 0.0305][loss_edge_1: 0.0345]
[08/14 01:53:28] Training INFO: [Epoch 0/50][Batch 570/2035][lr 0.000300][loss_coord_0: 0.1859][loss_normal_0: 0.0318][loss_edge_0: 0.0306][loss_coord_1: 0.1902][loss_normal_1: 0.0315][loss_edge_1: 0.0324]
[08/14 01:53:32] Training INFO: [Epoch 0/50][Batch 580/2035][lr 0.000300][loss_coord_0: 0.1732][loss_normal_0: 0.0300][loss_edge_0: 0.0296][loss_coord_1: 0.1810][loss_normal_1: 0.0301][loss_edge_1: 0.0312]
[08/14 01:53:35] Training INFO: [Epoch 0/50][Batch 590/2035][lr 0.000300][loss_coord_0: 0.1758][loss_normal_0: 0.0301][loss_edge_0: 0.0320][loss_coord_1: 0.1813][loss_normal_1: 0.0299][loss_edge_1: 0.0329]
[08/14 01:53:39] Training INFO: [Epoch 0/50][Batch 600/2035][lr 0.000300][loss_coord_0: 0.1745][loss_normal_0: 0.0299][loss_edge_0: 0.0311][loss_coord_1: 0.1835][loss_normal_1: 0.0298][loss_edge_1: 0.0310]
[08/14 01:53:43] Training INFO: [Epoch 0/50][Batch 610/2035][lr 0.000300][loss_coord_0: 0.1787][loss_normal_0: 0.0302][loss_edge_0: 0.0315][loss_coord_1: 0.1818][loss_normal_1: 0.0299][loss_edge_1: 0.0320]
[08/14 01:53:46] Training INFO: [Epoch 0/50][Batch 620/2035][lr 0.000300][loss_coord_0: 0.1714][loss_normal_0: 0.0308][loss_edge_0: 0.0304][loss_coord_1: 0.1784][loss_normal_1: 0.0303][loss_edge_1: 0.0303]
[08/14 01:53:50] Training INFO: [Epoch 0/50][Batch 630/2035][lr 0.000300][loss_coord_0: 0.1707][loss_normal_0: 0.0298][loss_edge_0: 0.0317][loss_coord_1: 0.1731][loss_normal_1: 0.0285][loss_edge_1: 0.0317]
[08/14 01:53:54] Training INFO: [Epoch 0/50][Batch 640/2035][lr 0.000300][loss_coord_0: 0.1712][loss_normal_0: 0.0302][loss_edge_0: 0.0313][loss_coord_1: 0.1788][loss_normal_1: 0.0293][loss_edge_1: 0.0316]
[08/14 01:53:57] Training INFO: [Epoch 0/50][Batch 650/2035][lr 0.000300][loss_coord_0: 0.1706][loss_normal_0: 0.0304][loss_edge_0: 0.0300][loss_coord_1: 0.1826][loss_normal_1: 0.0304][loss_edge_1: 0.0311]
[08/14 01:54:01] Training INFO: [Epoch 0/50][Batch 660/2035][lr 0.000300][loss_coord_0: 0.1567][loss_normal_0: 0.0299][loss_edge_0: 0.0288][loss_coord_1: 0.1694][loss_normal_1: 0.0303][loss_edge_1: 0.0303]
[08/14 01:54:05] Training INFO: [Epoch 0/50][Batch 670/2035][lr 0.000300][loss_coord_0: 0.1589][loss_normal_0: 0.0301][loss_edge_0: 0.0294][loss_coord_1: 0.1697][loss_normal_1: 0.0300][loss_edge_1: 0.0307]
[08/14 01:54:08] Training INFO: [Epoch 0/50][Batch 680/2035][lr 0.000300][loss_coord_0: 0.1496][loss_normal_0: 0.0290][loss_edge_0: 0.0297][loss_coord_1: 0.1662][loss_normal_1: 0.0299][loss_edge_1: 0.0310]
[08/14 01:54:12] Training INFO: [Epoch 0/50][Batch 690/2035][lr 0.000300][loss_coord_0: 0.1567][loss_normal_0: 0.0289][loss_edge_0: 0.0294][loss_coord_1: 0.1630][loss_normal_1: 0.0291][loss_edge_1: 0.0290]
[08/14 01:54:16] Training INFO: [Epoch 0/50][Batch 700/2035][lr 0.000300][loss_coord_0: 0.1648][loss_normal_0: 0.0299][loss_edge_0: 0.0292][loss_coord_1: 0.1732][loss_normal_1: 0.0303][loss_edge_1: 0.0294]
[08/14 01:54:20] Training INFO: [Epoch 0/50][Batch 710/2035][lr 0.000300][loss_coord_0: 0.1483][loss_normal_0: 0.0297][loss_edge_0: 0.0295][loss_coord_1: 0.1571][loss_normal_1: 0.0299][loss_edge_1: 0.0302]
[08/14 01:54:23] Training INFO: [Epoch 0/50][Batch 720/2035][lr 0.000300][loss_coord_0: 0.1534][loss_normal_0: 0.0291][loss_edge_0: 0.0292][loss_coord_1: 0.1629][loss_normal_1: 0.0295][loss_edge_1: 0.0298]
[08/14 01:54:27] Training INFO: [Epoch 0/50][Batch 730/2035][lr 0.000300][loss_coord_0: 0.1471][loss_normal_0: 0.0291][loss_edge_0: 0.0293][loss_coord_1: 0.1600][loss_normal_1: 0.0298][loss_edge_1: 0.0297]
[08/14 01:54:31] Training INFO: [Epoch 0/50][Batch 740/2035][lr 0.000300][loss_coord_0: 0.1466][loss_normal_0: 0.0281][loss_edge_0: 0.0277][loss_coord_1: 0.1509][loss_normal_1: 0.0285][loss_edge_1: 0.0289]
[08/14 01:54:34] Training INFO: [Epoch 0/50][Batch 750/2035][lr 0.000300][loss_coord_0: 0.1511][loss_normal_0: 0.0301][loss_edge_0: 0.0276][loss_coord_1: 0.1554][loss_normal_1: 0.0303][loss_edge_1: 0.0293]
[08/14 01:54:38] Training INFO: [Epoch 0/50][Batch 760/2035][lr 0.000300][loss_coord_0: 0.1427][loss_normal_0: 0.0279][loss_edge_0: 0.0275][loss_coord_1: 0.1507][loss_normal_1: 0.0284][loss_edge_1: 0.0297]
[08/14 01:54:42] Training INFO: [Epoch 0/50][Batch 770/2035][lr 0.000300][loss_coord_0: 0.1498][loss_normal_0: 0.0279][loss_edge_0: 0.0273][loss_coord_1: 0.1593][loss_normal_1: 0.0287][loss_edge_1: 0.0293]
[08/14 01:54:45] Training INFO: [Epoch 0/50][Batch 780/2035][lr 0.000300][loss_coord_0: 0.1524][loss_normal_0: 0.0290][loss_edge_0: 0.0279][loss_coord_1: 0.1579][loss_normal_1: 0.0297][loss_edge_1: 0.0300]
[08/14 01:54:49] Training INFO: [Epoch 0/50][Batch 790/2035][lr 0.000300][loss_coord_0: 0.1502][loss_normal_0: 0.0287][loss_edge_0: 0.0267][loss_coord_1: 0.1595][loss_normal_1: 0.0293][loss_edge_1: 0.0286]
[08/14 01:54:53] Training INFO: [Epoch 0/50][Batch 800/2035][lr 0.000300][loss_coord_0: 0.1394][loss_normal_0: 0.0279][loss_edge_0: 0.0258][loss_coord_1: 0.1398][loss_normal_1: 0.0278][loss_edge_1: 0.0283]
[08/14 01:54:56] Training INFO: [Epoch 0/50][Batch 810/2035][lr 0.000300][loss_coord_0: 0.1488][loss_normal_0: 0.0296][loss_edge_0: 0.0258][loss_coord_1: 0.1537][loss_normal_1: 0.0302][loss_edge_1: 0.0285]
[08/14 01:55:00] Training INFO: [Epoch 0/50][Batch 820/2035][lr 0.000300][loss_coord_0: 0.1406][loss_normal_0: 0.0277][loss_edge_0: 0.0260][loss_coord_1: 0.1549][loss_normal_1: 0.0297][loss_edge_1: 0.0294]
[08/14 01:55:04] Training INFO: [Epoch 0/50][Batch 830/2035][lr 0.000300][loss_coord_0: 0.1442][loss_normal_0: 0.0281][loss_edge_0: 0.0272][loss_coord_1: 0.1491][loss_normal_1: 0.0287][loss_edge_1: 0.0299]
[08/14 01:55:08] Training INFO: [Epoch 0/50][Batch 840/2035][lr 0.000300][loss_coord_0: 0.1304][loss_normal_0: 0.0273][loss_edge_0: 0.0247][loss_coord_1: 0.1377][loss_normal_1: 0.0284][loss_edge_1: 0.0267]
[08/14 01:55:11] Training INFO: [Epoch 0/50][Batch 850/2035][lr 0.000300][loss_coord_0: 0.1368][loss_normal_0: 0.0264][loss_edge_0: 0.0268][loss_coord_1: 0.1399][loss_normal_1: 0.0268][loss_edge_1: 0.0283]
[08/14 01:55:15] Training INFO: [Epoch 0/50][Batch 860/2035][lr 0.000300][loss_coord_0: 0.1226][loss_normal_0: 0.0273][loss_edge_0: 0.0253][loss_coord_1: 0.1265][loss_normal_1: 0.0276][loss_edge_1: 0.0273]
